FechaHora;Temp;Humedad;Gas;Ph;TempAmbiente;HumedadAmbiente
31/05/2025 16:40;20.62;69.00;77.87;7.04;19.65;90.00
31/05/2025 16:50;21.29;69.79;108.17;7.02;19.75;90.00
31/05/2025 17:00;21.04;64.83;86.19;7.01;19.18;90.00
31/05/2025 17:10;21.85;67.78;84.38;7.00;18.75;89.00
31/05/2025 17:20;21.39;67.83;79.23;6.97;18.78;90.00
31/05/2025 17:30;22.05;64.66;98.03;6.93;18.94;90.00
31/05/2025 17:40;21.17;64.40;80.09;6.91;18.64;89.00
31/05/2025 17:50;21.66;65.95;94.18;6.89;18.86;90.00
31/05/2025 18:00;22.52;66.26;102.52;6.85;18.37;90.00
31/05/2025 18:10;22.50;64.02;103.68;6.81;18.51;90.00
31/05/2025 18:20;22.03;66.39;106.68;6.78;17.99;90.00
31/05/2025 18:30;21.39;62.70;78.88;6.75;18.23;90.00
31/05/2025 18:40;21.38;63.35;81.80;6.73;17.82;90.00
31/05/2025 18:50;20.59;65.33;101.80;6.71;18.35;90.00
31/05/2025 19:00;21.17;83.85;108.10;6.68;10.74;90.00
31/05/2025 19:10;22.16;85.49;81.95;6.68;9.04;90.00
31/05/2025 19:20;21.29;83.83;76.70;6.67;10.98;90.00
31/05/2025 19:30;20.92;110.00;98.56;6.65;11.11;90.00
31/05/2025 19:40;20.07;84.23;92.25;6.64;9.87;90.00
31/05/2025 19:50;20.04;85.61;95.06;6.62;10.76;90.00
31/05/2025 20:00;19.71;85.43;81.62;6.61;10.23;90.00
31/05/2025 20:10;18.72;84.50;91.57;6.60;10.92;90.00
31/05/2025 20:20;19.57;83.73;88.95;6.58;11.28;90.00
31/05/2025 20:30;19.29;83.51;95.63;6.57;10.71;90.00
31/05/2025 20:40;18.45;85.97;88.47;6.57;10.16;90.00
31/05/2025 20:50;19.30;84.45;95.73;6.55;8.50;90.00
31/05/2025 21:00;18.47;84.32;75.09;6.55;8.58;90.00
31/05/2025 21:10;18.51;83.78;102.93;6.54;11.23;90.00
31/05/2025 21:20;18.00;83.90;108.36;6.54;10.12;90.00
31/05/2025 21:30;18.00;83.77;93.83;6.51;8.93;90.00
31/05/2025 21:40;18.28;83.58;96.95;6.49;9.41;90.00
31/05/2025 21:50;18.55;83.62;103.27;6.48;10.47;90.00
31/05/2025 22:00;19.29;86.10;88.60;6.46;8.96;90.00
31/05/2025 22:10;19.82;85.95;87.44;6.45;8.90;90.00
31/05/2025 22:20;19.01;85.25;96.19;6.44;10.48;90.00
31/05/2025 22:30;19.02;85.48;90.85;6.43;9.23;90.00
31/05/2025 22:40;19.87;85.66;89.68;6.42;11.35;90.00
31/05/2025 22:50;20.42;84.71;76.55;6.42;10.31;90.00
31/05/2025 23:00;20.36;84.21;77.29;6.42;9.42;89.00
31/05/2025 23:10;20.01;84.96;87.25;6.40;9.49;89.00
31/05/2025 23:20;20.52;85.94;106.48;6.38;11.03;90.00
31/05/2025 23:30;20.26;84.36;108.14;6.37;10.69;90.00
31/05/2025 23:40;19.38;86.23;104.70;6.35;8.74;90.00
31/05/2025 23:50;18.94;84.62;83.17;6.34;11.44;89.00
01/06/2025 0:00;19.01;89.06;120.79;6.32;15.14;61.00
01/06/2025 0:10;18.79;89.41;105.43;6.29;15.16;62.00
01/06/2025 0:20;19.40;89.82;113.36;6.26;15.65;62.00
01/06/2025 0:30;18.44;88.89;102.19;6.24;16.45;61.00
01/06/2025 0:40;18.00;91.25;116.15;6.23;16.22;61.00
01/06/2025 0:50;18.00;6.05;90.96;6.22;16.29;61.00
01/06/2025 1:00;18.00;91.09;104.76;6.20;16.85;61.00
01/06/2025 1:10;18.00;88.89;123.18;6.19;15.87;62.00
01/06/2025 1:20;18.00;89.86;130.63;6.18;16.45;61.00
01/06/2025 1:30;18.00;90.40;102.09;6.15;17.14;62.00
01/06/2025 1:40;18.00;9.77;92.08;6.13;16.36;61.00
01/06/2025 1:50;18.00;90.07;104.72;6.10;16.06;61.00
01/06/2025 2:00;18.00;89.60;113.45;6.08;16.42;62.00
01/06/2025 2:10;18.75;90.30;114.04;6.08;16.29;62.00
01/06/2025 2:20;19.03;91.19;114.17;6.05;16.37;62.00
01/06/2025 2:30;18.09;89.35;108.41;6.03;14.93;62.00
01/06/2025 2:40;18.35;91.03;114.60;6.00;16.18;63.00
01/06/2025 2:50;18.00;89.79;86.95;5.99;16.51;63.00
01/06/2025 3:00;18.34;90.85;91.48;5.97;17.06;63.00
01/06/2025 3:10;18.00;88.65;72.26;5.96;14.63;64.00
01/06/2025 3:20;18.00;90.80;90.68;5.95;14.82;64.00
01/06/2025 3:30;18.11;89.91;70.34;5.92;17.29;65.00
01/06/2025 3:40;18.86;89.23;79.28;5.91;15.19;64.00
01/06/2025 3:50;18.38;91.37;97.79;5.90;14.52;64.00
01/06/2025 4:00;18.75;93.49;106.99;6.24;16.69;65.00
01/06/2025 4:10;18.46;96.71;121.20;6.54;17.01;65.00
01/06/2025 4:20;19.74;94.48;197.48;6.82;16.15;67.00
01/06/2025 4:30;20.71;95.36;190.38;7.30;15.15;68.00
01/06/2025 4:40;22.01;95.70;195.04;7.64;17.48;67.00
01/06/2025 4:50;23.07;93.29;185.92;8.00;14.61;65.00
01/06/2025 5:00;23.77;95.83;123.20;8.26;15.54;65.00
01/06/2025 5:10;22.87;94.86;126.20;8.50;16.92;66.00
01/06/2025 5:20;22.58;94.76;134.06;8.50;14.93;66.00
01/06/2025 5:30;21.70;93.46;130.72;8.50;15.71;65.00
01/06/2025 5:40;21.69;110.00;133.24;8.50;16.15;66.00
01/06/2025 5:50;21.92;96.27;102.74;8.50;14.92;67.00
01/06/2025 6:00;22.86;94.49;103.73;8.50;16.08;66.00
01/06/2025 6:10;22.02;93.10;110.00;8.50;15.97;66.00
01/06/2025 6:20;22.32;93.54;116.80;8.50;17.34;67.00
01/06/2025 6:30;22.33;96.20;110.35;8.50;16.82;67.00
01/06/2025 6:40;21.75;93.27;115.41;8.50;15.27;67.00
01/06/2025 6:50;22.31;93.75;107.92;8.50;16.76;67.00
01/06/2025 7:00;23.23;89.63;105.32;8.49;17.13;68.00
01/06/2025 7:10;23.58;89.35;112.71;8.46;14.91;68.00
01/06/2025 7:20;24.46;88.01;104.73;8.45;16.13;69.00
01/06/2025 7:30;25.38;89.81;111.67;8.42;16.08;68.00
01/06/2025 7:40;24.87;89.55;120.71;8.40;14.77;67.00
01/06/2025 7:50;25.59;87.83;121.93;8.38;17.40;67.00
01/06/2025 8:00;25.28;86.06;131.91;8.35;15.31;67.00
01/06/2025 8:10;25.98;85.95;106.69;8.32;17.25;65.00
01/06/2025 8:20;26.36;86.30;116.64;8.30;15.56;66.00
01/06/2025 8:30;26.00;85.27;112.22;8.27;17.15;66.00
01/06/2025 8:40;26.83;85.93;103.47;8.25;16.50;67.00
01/06/2025 8:50;27.30;87.55;107.53;8.22;16.01;65.00
01/06/2025 9:00;27.69;84.83;127.60;8.18;14.97;64.00
01/06/2025 9:10;27.65;84.81;112.27;8.15;16.87;62.00
01/06/2025 9:20;26.85;85.89;179.48;8.13;16.17;62.00
01/06/2025 9:30;27.27;86.79;171.14;8.10;17.28;61.00
01/06/2025 9:40;27.33;85.81;189.69;8.07;16.71;62.00
01/06/2025 9:50;26.46;83.82;104.18;8.05;15.51;62.00
01/06/2025 10:00;26.27;81.46;120.26;8.02;23.17;62.00
01/06/2025 10:10;26.95;82.24;112.01;7.98;24.23;61.00
01/06/2025 10:20;28.17;83.76;121.01;7.97;23.24;61.00
01/06/2025 10:30;29.60;84.18;116.63;7.95;23.55;63.00
01/06/2025 10:40;30.66;81.30;125.27;7.92;25.88;62.00
01/06/2025 10:50;31.41;84.80;103.16;7.90;25.80;63.00
01/06/2025 11:00;32.52;82.26;133.16;7.88;23.02;63.00
01/06/2025 11:10;33.09;80.37;129.16;7.87;25.20;63.00
01/06/2025 11:20;34.07;82.46;136.41;7.85;23.12;62.00
01/06/2025 11:30;35.10;82.35;128.07;7.83;25.36;64.00
01/06/2025 11:40;36.08;82.14;111.72;7.82;24.36;63.00
01/06/2025 11:50;37.36;81.94;112.70;7.79;23.38;62.00
01/06/2025 12:00;38.16;79.01;121.40;7.78;24.73;61.00
01/06/2025 12:10;38.52;79.11;107.34;7.75;24.22;61.00
01/06/2025 12:20;38.49;78.29;112.35;7.73;23.20;61.00
01/06/2025 12:30;39.95;80.13;130.81;7.72;23.90;60.00
01/06/2025 12:40;39.61;78.96;128.24;7.69;25.97;59.00
01/06/2025 12:50;40.55;80.42;133.35;7.65;25.01;60.00
01/06/2025 13:00;39.81;76.39;135.14;7.62;24.49;59.00
01/06/2025 13:10;39.58;78.10;136.37;7.60;23.55;59.00
01/06/2025 13:20;40.54;78.69;130.60;7.58;23.07;60.00
01/06/2025 13:30;40.98;76.88;133.90;7.56;23.13;59.00
01/06/2025 13:40;40.39;79.80;129.56;7.53;25.05;60.00
01/06/2025 13:50;40.34;79.76;130.12;7.49;25.42;60.00
01/06/2025 14:00;41.33;77.52;131.32;7.48;25.88;60.00
01/06/2025 14:10;41.94;76.40;123.20;7.46;23.93;60.00
01/06/2025 14:20;41.19;77.71;102.06;7.43;24.65;61.00
01/06/2025 14:30;42.00;110.00;172.10;7.40;24.87;61.00
01/06/2025 14:40;42.00;78.22;102.92;7.36;24.70;61.00
01/06/2025 14:50;42.00;75.73;113.64;7.33;25.28;60.00
01/06/2025 15:00;41.75;75.91;117.00;7.29;23.24;61.00
01/06/2025 15:10;41.08;74.03;122.67;7.26;24.65;60.00
01/06/2025 15:20;41.97;76.00;102.18;7.22;23.57;59.00
01/06/2025 15:30;41.68;76.35;127.77;7.20;25.80;57.00
01/06/2025 15:40;41.09;75.46;109.21;7.18;25.06;56.00
01/06/2025 15:50;40.95;73.22;109.54;7.15;25.54;57.00
01/06/2025 16:00;41.69;74.44;113.60;7.12;16.79;58.00
01/06/2025 16:10;42.00;110.00;193.23;7.10;14.50;57.00
01/06/2025 16:20;41.19;73.85;124.85;7.08;17.26;57.00
01/06/2025 16:30;40.73;72.02;105.77;7.05;17.44;58.00
01/06/2025 16:40;40.06;73.20;131.66;7.01;16.91;57.00
01/06/2025 16:50;40.06;74.17;128.41;7.00;15.58;56.00
01/06/2025 17:00;40.11;70.04;121.35;6.97;17.41;58.00
01/06/2025 17:10;39.49;72.82;114.98;6.93;15.11;57.00
01/06/2025 17:20;40.38;72.12;107.04;6.89;15.26;55.00
01/06/2025 17:30;40.13;72.83;102.39;6.88;15.39;54.00
01/06/2025 17:40;40.09;70.89;106.19;6.85;16.40;53.00
01/06/2025 17:50;39.77;69.36;119.61;6.82;16.31;53.00
01/06/2025 18:00;39.76;69.75;108.37;6.79;16.15;54.00
01/06/2025 18:10;39.96;70.58;134.22;6.77;15.16;53.00
01/06/2025 18:20;39.37;70.75;121.84;6.75;15.11;52.00
01/06/2025 18:30;40.17;68.35;128.37;6.72;15.87;54.00
01/06/2025 18:40;40.41;69.46;107.26;6.70;16.10;55.00
01/06/2025 18:50;40.52;69.59;106.54;6.68;15.87;55.00
01/06/2025 19:00;41.15;90.51;122.57;6.67;16.08;55.00
01/06/2025 19:10;41.54;89.95;134.37;6.64;15.30;56.00
01/06/2025 19:20;41.03;89.91;103.15;6.61;17.44;56.00
01/06/2025 19:30;41.68;88.54;117.51;6.58;16.58;57.00
01/06/2025 19:40;42.00;91.43;116.90;6.56;16.57;56.00
01/06/2025 19:50;42.00;91.18;103.14;6.54;17.11;56.00
01/06/2025 20:00;41.37;89.93;116.03;6.52;16.73;57.00
01/06/2025 20:10;40.58;90.65;127.16;6.51;15.66;56.00
01/06/2025 20:20;40.44;89.12;105.32;6.49;15.34;57.00
01/06/2025 20:30;39.46;88.53;107.66;6.47;16.70;58.00
01/06/2025 20:40;40.14;88.82;132.07;6.44;16.57;57.00
01/06/2025 20:50;39.98;89.62;126.97;6.43;15.71;58.00
01/06/2025 21:00;39.14;0.54;64.16;6.41;15.14;56.00
01/06/2025 21:10;38.16;91.05;111.74;6.38;17.46;55.00
01/06/2025 21:20;37.42;90.50;126.29;6.38;15.39;54.00
01/06/2025 21:30;38.25;91.45;108.58;6.38;16.33;56.00
01/06/2025 21:40;37.74;88.82;131.36;6.37;16.74;55.00
01/06/2025 21:50;37.93;90.38;102.42;6.36;15.52;55.00
01/06/2025 22:00;37.16;91.13;109.66;6.34;16.60;55.00
01/06/2025 22:10;38.10;89.55;129.10;6.32;15.62;56.00
01/06/2025 22:20;37.53;91.49;131.95;6.31;17.31;57.00
01/06/2025 22:30;37.37;89.85;132.73;6.30;14.60;58.00
01/06/2025 22:40;36.73;3.65;94.88;6.28;16.59;58.00
01/06/2025 22:50;36.14;90.25;126.90;6.27;16.88;58.00
01/06/2025 23:00;35.20;88.68;105.51;6.27;16.35;56.00
01/06/2025 23:10;35.49;89.52;122.55;6.27;17.37;55.00
01/06/2025 23:20;34.77;88.69;106.56;6.26;14.72;54.00
01/06/2025 23:30;35.76;91.17;104.55;6.26;15.47;53.00
01/06/2025 23:40;35.92;89.00;126.15;6.24;16.73;53.00
01/06/2025 23:50;36.51;90.21;135.02;6.21;15.29;54.00
02/06/2025 0:00;35.43;78.92;50.11;6.18;8.90;63.00
02/06/2025 0:10;34.66;77.35;57.86;6.16;9.81;64.00
02/06/2025 0:20;34.15;78.29;55.49;6.15;10.39;63.00
02/06/2025 0:30;33.11;78.22;54.72;6.13;10.60;63.00
02/06/2025 0:40;31.64;77.14;52.91;6.13;8.86;62.00
02/06/2025 0:50;30.51;77.55;70.76;6.11;11.38;61.00
02/06/2025 1:00;29.37;77.89;48.98;6.09;9.52;61.00
02/06/2025 1:10;28.53;78.33;51.50;6.07;10.88;60.00
02/06/2025 1:20;27.80;78.08;49.58;6.05;11.18;59.00
02/06/2025 1:30;26.97;77.04;41.64;6.03;9.19;60.00
02/06/2025 1:40;25.96;77.21;63.88;6.02;9.81;61.00
02/06/2025 1:50;25.02;78.66;54.50;6.02;11.42;61.00
02/06/2025 2:00;24.41;76.81;71.28;6.02;11.25;61.00
02/06/2025 2:10;23.36;78.81;66.97;6.01;8.55;62.00
02/06/2025 2:20;21.98;76.96;38.09;5.99;10.18;61.00
02/06/2025 2:30;21.18;77.93;52.39;5.98;9.18;61.00
02/06/2025 2:40;20.44;78.33;21.25;5.96;9.00;62.00
02/06/2025 2:50;19.41;78.91;37.73;5.94;11.02;61.00
02/06/2025 3:00;18.82;78.70;51.11;5.91;10.02;62.00
02/06/2025 3:10;18.11;78.21;30.05;5.89;9.86;61.00
02/06/2025 3:20;18.00;78.64;37.61;5.87;8.91;61.00
02/06/2025 3:30;18.00;78.78;29.11;5.86;11.15;62.00
02/06/2025 3:40;18.00;78.58;39.34;5.84;9.81;61.00
02/06/2025 3:50;18.00;78.82;26.53;5.84;8.74;59.00
02/06/2025 4:00;18.00;83.78;28.75;5.83;8.52;60.00
02/06/2025 4:10;18.00;83.26;47.64;5.82;8.98;61.00
02/06/2025 4:20;18.00;82.52;47.05;5.81;10.62;60.00
02/06/2025 4:30;18.00;81.12;37.29;5.80;10.07;61.00
02/06/2025 4:40;18.00;83.43;25.50;5.80;9.81;61.00
02/06/2025 4:50;18.00;81.57;43.83;5.78;8.89;60.00
02/06/2025 5:00;18.00;81.28;28.68;5.76;9.91;59.00
02/06/2025 5:10;18.00;82.22;55.05;5.74;11.23;59.00
02/06/2025 5:20;18.00;82.67;34.96;5.71;9.71;59.00
02/06/2025 5:30;18.00;84.37;39.27;5.71;11.47;58.00
02/06/2025 5:40;18.00;81.72;38.47;5.70;10.59;57.00
02/06/2025 5:50;18.00;84.21;34.55;5.69;8.83;56.00
02/06/2025 6:00;18.00;83.07;24.71;5.68;11.70;56.00
02/06/2025 6:10;18.00;83.90;53.63;5.68;11.26;57.00
02/06/2025 6:20;18.00;81.68;32.37;5.67;11.01;57.00
02/06/2025 6:30;18.00;81.14;41.48;5.67;11.01;57.00
02/06/2025 6:40;18.00;84.82;50.58;5.64;11.34;59.00
02/06/2025 6:50;18.00;83.17;38.19;5.63;11.69;60.00
02/06/2025 7:00;18.00;78.11;41.21;5.61;12.96;60.00
02/06/2025 7:10;18.00;77.24;44.84;5.60;13.07;62.00
02/06/2025 7:20;18.00;76.64;39.94;5.57;11.77;61.00
02/06/2025 7:30;18.00;74.82;49.69;5.55;11.74;60.00
02/06/2025 7:40;18.00;75.54;44.87;5.52;11.74;61.00
02/06/2025 7:50;18.00;74.42;43.72;5.49;13.06;61.00
02/06/2025 8:00;18.00;75.65;49.27;5.47;13.53;61.00
02/06/2025 8:10;18.00;73.00;31.56;5.43;14.26;61.00
02/06/2025 8:20;18.00;75.80;23.19;5.39;14.26;62.00
02/06/2025 8:30;18.00;73.74;52.02;5.38;12.99;63.00
02/06/2025 8:40;18.00;73.93;52.98;5.34;14.39;64.00
02/06/2025 8:50;18.00;73.74;26.41;5.33;13.07;64.00
02/06/2025 9:00;18.00;71.98;21.77;5.31;15.03;63.00
02/06/2025 9:10;18.00;72.42;22.46;5.34;14.86;63.00
02/06/2025 9:20;18.00;72.61;24.39;5.32;15.49;62.00
02/06/2025 9:30;18.00;74.85;41.84;5.32;15.02;61.00
02/06/2025 9:40;18.00;73.92;54.47;5.31;14.56;62.00
02/06/2025 9:50;18.00;72.35;25.03;5.33;14.32;62.00
02/06/2025 10:00;18.00;71.42;46.87;5.31;15.49;62.00
02/06/2025 10:10;18.00;72.79;48.44;5.34;15.94;61.00
02/06/2025 10:20;18.00;71.10;41.21;5.33;15.40;62.00
02/06/2025 10:30;18.00;70.82;41.43;5.31;16.78;62.00
02/06/2025 10:40;18.00;72.11;40.15;5.31;16.30;60.00
02/06/2025 10:50;18.00;72.16;47.29;5.33;15.81;60.00
02/06/2025 11:00;18.00;68.84;31.01;5.37;17.26;61.00
02/06/2025 11:10;18.00;68.46;36.92;5.34;17.15;60.00
02/06/2025 11:20;18.00;69.78;52.41;5.30;16.92;58.00
02/06/2025 11:30;18.00;71.08;53.63;5.37;16.63;59.00
02/06/2025 11:40;18.00;69.53;48.88;5.34;17.13;61.00
02/06/2025 11:50;18.00;69.23;45.21;5.30;17.20;60.00
02/06/2025 12:00;18.00;66.50;55.37;5.32;18.54;60.00
02/06/2025 12:10;18.00;68.92;40.46;5.30;18.57;60.00
02/06/2025 12:20;18.00;69.18;38.02;5.37;17.99;60.00
02/06/2025 12:30;18.00;68.34;42.73;5.35;18.50;60.00
02/06/2025 12:40;18.00;67.22;25.43;5.32;18.13;62.00
02/06/2025 12:50;18.00;68.24;23.90;5.37;18.61;62.00
02/06/2025 13:00;18.00;66.74;36.13;5.34;20.21;64.00
02/06/2025 13:10;18.00;64.80;43.12;5.32;19.07;65.00
02/06/2025 13:20;18.00;64.68;48.11;5.30;19.24;64.00
02/06/2025 13:30;18.00;65.23;25.69;5.35;19.23;63.00
02/06/2025 13:40;18.00;66.84;23.29;5.33;19.18;62.00
02/06/2025 13:50;18.00;64.71;50.97;5.31;20.16;62.00
02/06/2025 14:00;18.00;62.65;53.19;5.35;20.30;62.00
02/06/2025 14:10;18.00;65.73;52.37;5.33;20.22;62.00
02/06/2025 14:20;18.00;63.62;50.34;5.31;20.74;62.00
02/06/2025 14:30;18.00;64.62;26.75;5.36;21.51;61.00
02/06/2025 14:40;18.00;64.21;26.38;5.32;20.98;61.00
02/06/2025 14:50;18.00;63.38;36.69;5.36;20.74;62.00
02/06/2025 15:00;18.00;62.55;31.71;5.34;20.62;61.00
02/06/2025 15:10;18.00;62.41;23.05;5.30;20.80;61.00
02/06/2025 15:20;18.00;64.20;32.84;5.31;20.78;60.00
02/06/2025 15:30;18.00;62.37;52.58;5.37;20.10;60.00
02/06/2025 15:40;18.00;63.38;28.26;5.33;19.83;59.00
02/06/2025 15:50;18.00;60.84;53.82;5.36;20.22;60.00
02/06/2025 16:00;18.00;62.37;35.22;5.33;19.57;59.00
02/06/2025 16:10;18.00;60.48;52.22;5.31;19.15;59.00
02/06/2025 16:20;18.00;60.36;45.69;5.38;19.23;58.00
02/06/2025 16:30;18.00;60.55;30.38;5.34;19.58;58.00
02/06/2025 16:40;18.00;59.01;38.49;5.30;19.67;59.00
02/06/2025 16:50;18.00;60.10;40.48;5.35;19.63;60.00
02/06/2025 17:00;18.00;60.59;40.06;5.31;18.66;61.00
02/06/2025 17:10;18.00;59.84;42.68;5.32;18.96;60.00
02/06/2025 17:20;18.00;59.70;33.88;5.30;18.88;60.00
02/06/2025 17:30;18.00;58.38;29.40;5.37;18.60;60.00
02/06/2025 17:40;18.00;58.59;21.08;5.34;18.85;59.00
02/06/2025 17:50;18.00;60.99;53.58;5.30;18.93;61.00
02/06/2025 18:00;18.00;57.28;21.29;5.32;17.81;61.00
02/06/2025 18:10;18.00;56.50;0.00;5.37;18.58;61.00
02/06/2025 18:20;18.00;56.94;43.87;5.35;18.67;60.00
02/06/2025 18:30;18.00;57.00;22.89;5.33;18.01;60.00
02/06/2025 18:40;18.00;59.13;43.59;5.30;18.08;60.00
02/06/2025 18:50;18.00;58.62;51.36;5.35;18.09;59.00
02/06/2025 19:00;18.00;79.34;42.17;5.34;9.15;59.00
02/06/2025 19:10;18.00;77.48;35.94;5.33;8.74;59.00
02/06/2025 19:20;18.00;78.36;27.60;5.32;10.41;60.00
02/06/2025 19:30;18.00;77.50;44.20;5.38;10.03;60.00
02/06/2025 19:40;18.00;78.93;28.73;5.36;9.43;59.00
02/06/2025 19:50;18.00;77.97;31.47;5.33;8.59;59.00
02/06/2025 20:00;18.00;76.66;49.26;5.31;9.29;60.00
02/06/2025 20:10;18.00;79.36;54.23;5.31;9.33;61.00
02/06/2025 20:20;18.00;77.24;43.41;5.34;9.42;62.00
02/06/2025 20:30;18.00;79.03;38.79;5.32;10.19;62.00
02/06/2025 20:40;18.00;76.55;25.42;5.35;9.97;63.00
02/06/2025 20:50;18.00;77.27;49.89;5.33;9.85;62.00
02/06/2025 21:00;18.00;76.86;41.40;5.31;10.98;63.00
02/06/2025 21:10;18.00;78.68;21.58;5.35;11.12;64.00
02/06/2025 21:20;18.00;78.78;41.41;5.33;8.78;64.00
02/06/2025 21:30;18.00;78.00;45.69;5.33;10.78;65.00
02/06/2025 21:40;18.00;79.21;53.64;5.31;10.01;65.00
02/06/2025 21:50;18.00;78.06;35.02;5.33;10.47;65.00
02/06/2025 22:00;18.00;78.28;33.66;5.31;11.25;66.00
02/06/2025 22:10;18.00;78.09;47.96;5.37;11.14;67.00
02/06/2025 22:20;18.00;77.50;25.15;5.35;10.68;68.00
02/06/2025 22:30;18.00;77.53;47.80;5.35;8.72;68.00
02/06/2025 22:40;18.00;77.07;21.01;5.34;8.80;69.00
02/06/2025 22:50;18.00;76.98;29.60;5.32;8.79;71.00
02/06/2025 23:00;18.00;78.28;35.91;5.34;9.89;71.00
02/06/2025 23:10;18.00;78.07;26.56;5.31;10.58;70.00
02/06/2025 23:20;18.00;76.76;50.59;5.32;10.32;71.00
02/06/2025 23:30;18.00;78.47;27.14;5.36;9.00;71.00
02/06/2025 23:40;18.00;77.06;51.91;5.34;8.62;71.00
02/06/2025 23:50;18.00;77.78;22.83;5.32;9.01;72.00
03/06/2025 0:00;18.18;84.87;77.58;5.32;9.66;66.00
03/06/2025 0:10;18.00;85.39;57.22;5.35;9.60;68.00
03/06/2025 0:20;18.85;86.45;61.46;5.34;9.50;68.00
03/06/2025 0:30;18.76;85.66;48.14;5.33;11.04;68.00
03/06/2025 0:40;18.98;86.49;66.87;5.31;9.20;67.00
03/06/2025 0:50;18.97;84.78;67.02;5.33;11.38;67.00
03/06/2025 1:00;19.84;85.25;78.32;5.31;9.10;66.00
03/06/2025 1:10;19.14;83.56;63.40;5.35;8.94;66.00
03/06/2025 1:20;18.18;85.21;77.74;5.35;9.56;67.00
03/06/2025 1:30;18.62;83.57;60.52;5.34;8.58;68.00
03/06/2025 1:40;18.43;85.38;72.54;5.31;9.63;69.00
03/06/2025 1:50;18.00;85.24;50.33;5.31;9.78;70.00
03/06/2025 2:00;18.00;85.78;70.14;5.32;8.85;70.00
03/06/2025 2:10;18.00;84.92;56.61;5.33;8.95;70.00
03/06/2025 2:20;18.51;84.56;63.46;5.31;9.57;70.00
03/06/2025 2:30;18.15;85.37;69.90;5.35;9.71;69.00
03/06/2025 2:40;18.00;85.98;68.16;5.34;9.49;69.00
03/06/2025 2:50;18.75;83.56;57.18;5.32;11.01;70.00
03/06/2025 3:00;19.60;86.23;65.85;5.31;11.23;69.00
03/06/2025 3:10;18.89;85.73;58.77;5.37;9.46;68.00
03/06/2025 3:20;18.04;84.55;45.79;5.37;10.98;67.00
03/06/2025 3:30;18.00;84.14;79.27;5.36;9.45;67.00
03/06/2025 3:40;18.00;85.95;56.26;5.36;9.02;67.00
03/06/2025 3:50;18.00;83.90;56.68;5.36;10.13;66.00
03/06/2025 4:00;18.48;89.09;64.90;5.53;9.10;65.00
03/06/2025 4:10;18.62;91.99;62.69;5.91;9.80;67.00
03/06/2025 4:20;18.00;90.41;82.77;6.07;11.18;68.00
03/06/2025 4:30;18.05;88.13;77.21;6.31;9.24;67.00
03/06/2025 4:40;18.00;90.75;104.98;6.75;10.38;68.00
03/06/2025 4:50;18.00;90.79;153.67;6.85;10.73;68.00
03/06/2025 5:00;18.84;89.45;141.51;7.08;8.53;69.00
03/06/2025 5:10;19.32;88.44;136.54;7.36;10.31;67.00
03/06/2025 5:20;18.95;91.55;139.82;7.54;9.62;68.00
03/06/2025 5:30;19.21;90.36;129.14;7.91;11.01;68.00
03/06/2025 5:40;20.08;88.30;96.81;8.38;9.21;66.00
03/06/2025 5:50;20.95;89.24;87.55;8.50;9.96;65.00
03/06/2025 6:00;21.40;90.96;89.45;8.50;11.14;64.00
03/06/2025 6:10;22.18;89.49;90.77;8.50;10.50;64.00
03/06/2025 6:20;21.83;89.24;92.59;8.50;10.94;63.00
03/06/2025 6:30;21.05;88.44;80.63;8.50;10.76;63.00
03/06/2025 6:40;21.38;90.64;75.98;8.50;11.18;65.00
03/06/2025 6:50;21.44;90.85;98.95;8.50;11.39;65.00
03/06/2025 7:00;21.63;84.18;78.60;8.47;12.85;66.00
03/06/2025 7:10;20.94;82.86;91.01;8.44;12.10;67.00
03/06/2025 7:20;19.95;83.46;106.83;8.41;12.66;68.00
03/06/2025 7:30;18.99;84.43;81.58;8.38;12.63;69.00
03/06/2025 7:40;18.08;81.53;95.97;8.37;12.21;68.00
03/06/2025 7:50;18.04;82.98;92.30;8.33;13.11;69.00
03/06/2025 8:00;18.00;83.33;76.95;8.32;13.18;69.00
03/06/2025 8:10;18.00;81.60;82.99;8.31;13.10;70.00
03/06/2025 8:20;18.00;81.21;90.90;8.27;12.93;71.00
03/06/2025 8:30;18.70;83.25;81.64;8.24;13.50;70.00
03/06/2025 8:40;18.97;81.17;88.96;8.21;13.58;71.00
03/06/2025 8:50;19.14;82.20;103.03;8.19;14.33;70.00
03/06/2025 9:00;19.59;78.41;102.11;8.15;15.44;69.00
03/06/2025 9:10;19.88;81.41;77.90;8.12;14.64;69.00
03/06/2025 9:20;19.54;78.62;78.75;8.10;15.45;67.00
03/06/2025 9:30;19.10;78.85;81.00;8.08;14.13;66.00
03/06/2025 9:40;18.90;78.14;83.41;8.05;14.95;66.00
03/06/2025 9:50;18.05;81.04;81.23;8.03;15.16;67.00
03/06/2025 10:00;18.00;76.94;102.17;8.02;16.19;65.00
03/06/2025 10:10;18.00;79.63;77.33;7.99;15.98;64.00
03/06/2025 10:20;18.63;77.63;89.68;7.96;16.37;64.00
03/06/2025 10:30;18.56;77.81;89.86;7.94;16.15;63.00
03/06/2025 10:40;19.44;77.33;93.32;7.91;16.67;62.00
03/06/2025 10:50;19.26;77.78;76.98;7.89;16.59;63.00
